,time,product_id,low,close,volume,volatility,pct_change,day_of_week,day_name,volume_lag_1,volume_lag_3,volume_lag_7,RSI,MACD,Signal_Line,volatility_7d,volatility_14d,volatility_30d,momentum_1d,momentum_7d,momentum_30d,RSI_14,pct_change_lag_1,pct_change_lag_3,pct_change_lag_7
0,2021-07-16,ADA-USD,1.1661,1.1714,36764908.57,6.78329474316098,0.001365886972853,3,Thursday,36764908.57,36764908.57,36764908.57,65.08688783570301,0.0,0.0,0.1453447136056966,0.1431726377455707,0.260851719112835,0.001365886972853,0.031159296568209,0.8512890558306301,70.00253689625303,0.001365886972853,0.001365886972853,0.001365886972853
1,2021-07-16,COMP-USD,367.1,367.89,23815.536,11.822391718877682,0.0300361521106853,3,Thursday,23815.536,23815.536,23815.536,58.56502242152467,0.0,0.0,0.1712039288733099,0.1812499891789107,0.2860496209296344,0.0300361521106853,0.1363179211177254,0.3292016635407324,58.238869090724535,0.0300361521106853,0.0300361521106853,0.0300361521106853
2,2021-07-16,ETH-USD,1850.15,1877.22,184221.68200937,6.226522173877783,0.0120017898807811,3,Thursday,184221.68200937,184221.68200937,184221.68200937,84.5215683064582,0.0,0.0,0.1362442836919644,0.1364482665012988,0.2202907544353651,0.0120017898807811,0.1324245426748063,0.7637410639136595,88.58685053039889,0.0120017898807811,0.0120017898807811,0.0120017898807811
3,2021-07-16,LINK-USD,15.13583,15.23963,2246280.75,7.91942034232677,0.0078814249427314,3,Thursday,2246280.75,2246280.75,2246280.75,74.71713939916837,0.0,0.0,0.1590564294321275,0.2243411689142816,0.2827081691974709,0.0078814249427314,0.0833150148658463,0.8322183675062977,78.51158718627102,0.0078814249427314,0.0078814249427314,0.0078814249427314
4,2021-07-16,LTC-USD,120.44,120.68,130554.60380952,6.1275323812686775,-0.0054690089492874,3,Thursday,130554.60380952,130554.60380952,130554.60380952,71.890756302521,0.0,0.0,0.1373879177539357,0.1397101703023524,0.2225010178159379,-0.0054690089492874,0.0298309579052038,0.5309910507126283,78.98173474780872,-0.0054690089492874,-0.0054690089492874,-0.0054690089492874
5,2021-07-16,MATIC-USD,0.81,0.8112,48841919.5,10.85185185185185,-0.0112179487179486,3,Thursday,48841919.5,48841919.5,48841919.5,69.93572084481175,0.0,0.0,0.3340584079692,0.3331617672608793,0.4201388300883131,-0.0112179487179486,0.1711045364891517,0.8086785009861932,72.82022864242968,-0.0112179487179486,-0.0112179487179486,-0.0112179487179486
6,2021-07-16,SOL-USD,26.204,26.296,336913.017,12.501908105632728,0.0177973836324916,3,Thursday,336913.017,336913.017,336913.017,69.10202521971725,0.0,0.0,0.182736466615495,0.2139772414731276,0.3501834808187305,0.0177973836324916,0.0852981442044418,1.0366595679951325,74.78487871019239,0.0177973836324916,0.0177973836324916,0.0177973836324916
7,2021-07-16,UNI-USD,15.9297,16.3449,516547.275849,10.427691670276284,-0.0144632270616522,3,Thursday,516547.275849,516547.275849,516547.275849,70.53537526895332,0.0,0.0,0.1942508891124892,0.1989699966597441,0.2728560956174015,-0.0144632270616522,0.1378350433468544,0.8525350415114195,75.16227303856907,-0.0144632270616522,-0.0144632270616522,-0.0144632270616522
8,2021-07-16,BTC-USD,31025.42,31388.06,10006.47793721,3.976545684151904,0.0046466713775874,3,Thursday,10006.47793721,10006.47793721,10006.47793721,84.23425633687783,0.0,0.0,0.1041070475350851,0.1237956759568589,0.1894822973629579,0.0046466713775874,0.0719764139612324,0.4978463148088794,88.5234352023229,0.0046466713775874,0.0046466713775874,0.0046466713775874
9,2021-07-17,ETH-USD,1847.0,1899.75,113724.29716977,3.898213318895506,0.0120017898807811,4,Friday,184221.68200937,184221.68200937,184221.68200937,84.5215683064582,1.7972649572650423,0.3594529914530085,0.1362442836919644,0.1364482665012988,0.2202907544353651,0.0120017898807811,0.1324245426748063,0.7637410639136595,88.58685053039889,0.0120017898807811,0.0120017898807811,0.0120017898807811
10,2021-07-17,LINK-USD,15.0,15.35974,1919231.09,4.555733333333336,0.0078814249427314,4,Friday,2246280.75,2246280.75,2246280.75,74.71713939916837,0.0095814245014249,0.0019162849002849,0.1590564294321275,0.2243411689142816,0.2827081691974709,0.0078814249427314,0.0833150148658463,0.8322183675062977,78.51158718627102,0.0078814249427314,0.0078814249427314,0.0078814249427314
11,2021-07-17,MATIC-USD,0.7832,0.8021,38402667.8,4.928498467824307,-0.0112179487179486,4,Friday,48841919.5,48841919.5,48841919.5,69.93572084481175,-0.0007259259259259,-0.0001451851851851,0.3340584079692,0.3331617672608793,0.4201388300883131,-0.0112179487179486,0.1711045364891517,0.8086785009861932,72.82022864242968,-0.0112179487179486,-0.0112179487179486,-0.0112179487179486
12,2021-07-17,ADA-USD,1.1503,1.173,30485996.64,3.9207163348691574,0.001365886972853,4,Friday,36764908.57,36764908.57,36764908.57,65.08688783570301,0.0001276353276351,2.5527065527031217e-05,0.1453447136056966,0.1431726377455707,0.260851719112835,0.001365886972853,0.031159296568209,0.8512890558306301,70.00253689625303,0.001365886972853,0.001365886972853,0.001365886972853
13,2021-07-17,BTC-USD,31179.01,31533.91,5695.57411588,2.472753304226155,0.0046466713775874,4,Friday,10006.47793721,10006.47793721,10006.47793721,84.23425633687783,11.634757834759512,2.3269515669519025,0.1041070475350851,0.1237956759568589,0.1894822973629579,0.0046466713775874,0.0719764139612324,0.4978463148088794,88.5234352023229,0.0046466713775874,0.0046466713775874,0.0046466713775874
