,time,low,high,open,close,volume,price_change,average_price,volatitlity,product_id
0,2023-12-27,42111.47,43709.98,42521.21,43474.4,12917.48404475,953.1900000000023,42910.725000000006,3.795901686642623,BTC-USD
1,2023-12-26,41600.67,43605.0,43589.67,42519.47,13035.02745535,-1070.199999999997,42602.835,4.818023363566024,BTC-USD
2,2023-12-25,42755.35,43818.29,43023.79,43589.67,4799.73104807,565.8799999999974,43286.82,2.486098230981625,BTC-USD
3,2023-12-24,42614.17,43985.67,43728.36,43025.03,4947.00165569,-703.3300000000017,43299.92,3.2184130302197604,BTC-USD
4,2023-12-23,43333.35,44033.84,44013.65,43726.35,4075.08953972,-287.3000000000029,43683.595,1.6165147628789327,BTC-USD
5,2023-12-22,43412.82,44424.36,43875.56,44013.73,10733.55348079,138.17000000000553,43918.59,2.33004905002716,BTC-USD
6,2023-12-21,43295.78,44250.0,43673.11,43875.32,13170.9728222,202.20999999999913,43772.89,2.2039561361407536,BTC-USD
7,2023-12-20,42184.48,44324.86,42266.25,43674.77,19307.1089644,1408.5199999999968,43254.67,5.073856546293796,BTC-USD
8,2023-12-19,41780.0,43461.86,42661.9,42266.22,13403.93447528,-395.6800000000003,42620.93,4.02551460028722,BTC-USD
9,2023-12-18,40508.01,42754.79,41349.59,42650.01,13394.33474824,1300.4200000000055,41631.4,5.5465079622524005,BTC-USD
10,2023-12-17,41222.0,42367.82,42235.23,41349.59,6649.06495765,-885.6400000000067,41794.91,2.7796322352142053,BTC-USD
11,2023-12-16,41626.66,42680.2,41934.84,42236.7,5315.65582307,301.8600000000006,42153.43,2.530926093998398,BTC-USD
12,2023-12-15,41640.51,43095.71,43027.77,41933.89,10861.72864667,-1093.8799999999974,42368.11,3.4946738164349984,BTC-USD
13,2023-12-14,41426.76,43442.15,42887.39,43028.27,15434.25971384,140.87999999999738,42434.455,4.864947198380949,BTC-USD
14,2023-12-13,40553.15,43475.0,41477.6,42885.36,15798.66423037,1407.760000000002,42014.075,7.20498900825213,BTC-USD
15,2023-12-12,40636.51,42088.56,41229.61,41477.39,13414.86773655,247.77999999999884,41362.535,3.57326453477426,BTC-USD
16,2023-12-11,40150.0,43811.81,43793.67,41229.57,25524.67094691,-2564.0999999999985,41980.905,9.120323785803231,BTC-USD
17,2023-12-10,43562.06,44049.51,43718.63,43793.68,3919.09423649,75.05000000000291,43805.785,1.118978303597223,BTC-USD
18,2023-12-09,43586.14,44384.68,44192.86,43723.25,5469.40708431,-469.6100000000006,43985.41,1.8320961663501305,BTC-USD
19,2023-12-08,43087.17,44754.99,43281.11,44192.87,13579.40860176,911.760000000002,43921.08,3.870804232443207,BTC-USD
20,2023-12-07,42846.53,44057.23,43766.41,43280.95,13055.36691088,-485.4600000000064,43451.880000000005,2.8256663958551704,BTC-USD
21,2023-12-06,43369.0,44290.37,44086.33,43764.05,15977.55938336,-322.27999999999884,43829.685,2.1244898429754033,BTC-USD
22,2023-12-05,41384.03,45000.0,41985.53,44084.39,24018.76035474,2098.8600000000006,43192.015,8.7375975708504,BTC-USD
23,2023-12-04,39983.6,42410.46,39984.81,41987.24,21993.05995554,2002.4300000000003,41197.03,6.069638551806243,BTC-USD
24,2023-12-03,39293.02,40221.22,39467.42,39984.81,7153.15663784,517.3899999999994,39757.119999999995,2.3622516161903677,BTC-USD
25,2023-12-02,38660.03,39740.0,38706.55,39471.48,7540.7688183,764.9300000000003,39200.015,2.7935053335447524,BTC-USD
26,2023-12-01,37618.25,39000.0,37732.27,38703.54,16395.90197806,971.2700000000041,38309.125,3.6730842077980768,BTC-USD
27,2023-11-30,37500.0,38152.18,37864.79,37732.27,8081.19248391,-132.52000000000407,37826.09,1.7391466666666675,BTC-USD
28,2023-11-29,37581.93,38480.0,37838.26,37863.84,15162.68883049,25.57999999999447,38030.965,2.3896324643252744,BTC-USD
29,2023-11-28,36873.55,38425.96,37241.64,37838.26,18156.47258233,596.6200000000026,37649.755000000005,4.210090973068761,BTC-USD
30,2023-11-27,36715.1,37578.42,37462.01,37241.63,13510.45476059,-220.38000000000466,37146.759999999995,2.3514031011763548,BTC-USD
31,2023-11-26,37156.72,37842.17,37806.84,37462.79,6113.0562518,-344.04999999999563,37499.445,1.8447537888166585,BTC-USD
32,2023-11-25,37615.91,37920.27,37746.29,37805.99,3567.42244915,59.69999999999709,37768.09,0.8091257130293892,BTC-USD
33,2023-11-24,37257.56,38454.0,37304.04,37745.84,17507.8900414,441.79999999999563,37855.78,3.211267726603681,BTC-USD
34,2023-11-23,36888.0,37653.67,37424.31,37304.05,7211.31754936,-120.25999999999476,37270.835,2.0756614617219644,BTC-USD
35,2023-11-22,35633.0,37875.0,35755.33,37424.32,17606.97239528,1668.989999999998,36754.0,6.291920410855107,BTC-USD
36,2023-11-21,35744.9,37675.77,37472.76,35751.89,20837.73934338,-1720.8700000000026,36710.335,5.401805572263442,BTC-USD
37,2023-11-20,36720.0,37784.07,37389.06,37475.64,14114.01039926,86.58000000000175,37252.035,2.897794117647058,BTC-USD
38,2023-11-19,36404.52,37546.62,36596.84,37391.19,4366.44892344,794.3500000000058,36975.57,3.1372477923071256,BTC-USD
39,2023-11-18,36205.89,36857.15,36631.56,36594.89,3468.39821362,-36.669999999998254,36531.520000000004,1.7987681009913086,BTC-USD
