,time,low,high,open,close,volume,price_change,average_price,volatility,product_id,load_dt
0,2021-07-16,1850.15,1965.35,1918.99,1877.22,184221.68200937,-41.76999999999998,1907.75,6.226522173877783,ETH-USD,2024-07-15
1,2021-07-16,367.1,410.5,398.45,367.89,23815.536,-30.560000000000002,388.8,11.822391718877682,COMP-USD,2024-07-15
2,2021-07-16,26.204,29.48,28.575,26.296,336913.017,-2.279,27.842,12.501908105632728,SOL-USD,2024-07-15
3,2021-07-16,15.9297,17.5908,17.0647,16.3449,516547.275849,-0.7197999999999993,16.76025,10.427691670276284,UNI-USD,2024-07-15
4,2021-07-16,1.1661,1.2452,1.2249,1.1714,36764908.57,-0.0535000000000001,1.2056499999999999,6.78329474316098,ADA-USD,2024-07-15
5,2021-07-16,0.81,0.8979,0.8794,0.8112,48841919.5,-0.06819999999999993,0.85395,10.85185185185185,MATIC-USD,2024-07-15
6,2021-07-16,31025.42,32259.16,31872.49,31388.06,10006.47793721,-484.4300000000003,31642.29,3.976545684151904,BTC-USD,2024-07-15
7,2021-07-16,15.13583,16.3345,15.77288,15.23963,2246280.75,-0.5332500000000007,15.735164999999999,7.91942034232677,LINK-USD,2024-07-15
8,2021-07-16,120.44,127.82,125.92,120.68,130554.60380952,-5.239999999999995,124.13,6.1275323812686775,LTC-USD,2024-07-15
9,2021-07-17,31179.01,31949.99,31389.57,31533.91,5695.57411588,144.34000000000015,31564.5,2.472753304226155,BTC-USD,2024-07-15
10,2021-07-17,117.73,122.95,120.71,120.02,108808.45494968,-0.6899999999999977,120.34,4.433874118746283,LTC-USD,2024-07-15
11,2021-07-17,0.7832,0.8218,0.8115,0.8021,38402667.8,-0.009399999999999964,0.8025,4.928498467824307,MATIC-USD,2024-07-15
12,2021-07-17,15.0,15.68336,15.24,15.35974,1919231.09,0.11974000000000018,15.34168,4.555733333333336,LINK-USD,2024-07-15
13,2021-07-17,1.1503,1.1954,1.1714,1.173,30485996.64,0.0016000000000000458,1.17285,3.9207163348691574,ADA-USD,2024-07-15
14,2021-07-17,26.0,27.822,26.291,26.764,371501.752,0.472999999999999,26.911,7.007692307692305,SOL-USD,2024-07-15
15,2021-07-17,1847.0,1919.0,1877.22,1899.75,113724.29716977,22.529999999999973,1883.0,3.898213318895506,ETH-USD,2024-07-15
16,2021-07-17,365.04,388.18,367.91,378.94,16444.422,11.029999999999973,376.61,6.339031339031336,COMP-USD,2024-07-15
17,2021-07-17,15.9491,16.7315,16.3606,16.1085,297797.311875,-0.2521000000000022,16.3403,4.905605958956937,UNI-USD,2024-07-15
18,2021-07-18,31125.6,32450.0,31533.9,31788.25,5006.4831051,254.34999999999854,31787.8,4.255018377155786,BTC-USD,2024-07-15
19,2021-07-18,1.1674,1.2193,1.1731,1.1815,20204036.8,0.008399999999999963,1.1933500000000001,4.445776940209016,ADA-USD,2024-07-15
20,2021-07-18,16.0362,17.1722,16.1116,16.3096,278674.863566,0.1980000000000004,16.6042,7.0839725121911625,UNI-USD,2024-07-15
21,2021-07-18,371.37,398.73,378.97,378.98,11851.239,0.009999999999990905,385.05,7.367315615154702,COMP-USD,2024-07-15
22,2021-07-18,1878.67,1994.4,1899.75,1891.46,124679.10845278,-8.289999999999964,1936.535,6.160209084086083,ETH-USD,2024-07-15
23,2021-07-18,116.37,124.1,120.04,119.13,103714.04776396,-0.9100000000000108,120.235,6.642605482512666,LTC-USD,2024-07-15
